img_path,x1,y1,x2,y2,class_name
images_train/DSC01433,1017,1560,2232,3648,person
images_train/DSC01433,714,1427,1211,2314,person
images_train/DSC01433,1017,1333,1250,2226,person
images_train/DSC01433,5304,2121,5470,2593,bicycle
images_train/DSC01433,0,1924,256,2711,bicycle
images_train/DSC01433,984,1535,1227,2146,person
images_train/DSC01433,4818,1414,5025,2303,person
images_train/DSC01433,448,1820,4538,3089,car
images_train/DSC01433,4869,1273,5063,1483,person
images_train/DSC01434,0,1852,269,2648,bicycle
images_train/DSC01434,5318,2041,5472,2523,bicycle
images_train/DSC01434,774,1340,1196,2230,person
images_train/DSC01434,1022,1260,1258,2150,person
images_train/DSC01434,999,1459,1249,1993,person
images_train/DSC01434,4835,1336,5035,2208,person
images_train/DSC01434,4893,1200,5110,1408,person
images_train/DSC01434,448,1750,4548,3024,car
images_train/DSC01436,3207,1307,3699,2577,person
images_train/DSC01436,3639,1314,4113,2509,person
images_train/DSC01436,1512,1616,1735,2144,person
images_train/DSC01436,1310,1648,1528,2146,person
images_train/DSC01436,499,1469,687,2119,person
images_train/DSC01436,328,1572,530,2112,person
images_train/DSC01436,0,821,119,1101,person
images_train/DSC01436,453,876,608,1169,person
images_train/DSC01436,517,912,646,1167,person
images_train/DSC01436,283,919,437,1144,person
images_train/DSC01438,2,1612,399,3114,car
images_train/DSC01438,0,1253,428,2316,car
images_train/DSC01438,479,1209,593,1540,person
images_train/DSC01438,555,1212,684,1533,person
images_train/DSC01438,622,1214,736,1553,person
images_train/DSC01438,650,1218,868,1545,person
images_train/DSC01438,834,1242,939,1533,person
images_train/DSC01438,982,1234,1096,1534,person
images_train/DSC01438,1106,1193,1225,1537,person
images_train/DSC01438,1237,1244,1348,1521,person
images_train/DSC01438,1390,1237,1499,1528,person
images_train/DSC01438,1545,1250,1632,1528,person
images_train/DSC01438,1771,1358,2110,2169,person
images_train/DSC01438,1991,1234,2149,1788,person
images_train/DSC01438,2081,1217,2320,1804,person
images_train/DSC01438,2329,1225,2604,1807,person
images_train/DSC01438,2581,1210,2867,1807,person
images_train/DSC01438,2582,1262,3284,3095,person
images_train/DSC01439,890,1202,1650,1970,bicycle
images_train/DSC01439,2871,749,3183,1866,person
images_train/DSC01439,1349,373,2244,3137,person
images_train/DSC01439,2184,528,3104,3248,person
images_train/DSC01439,3200,458,4330,3324,person
images_train/DSC01440,1392,377,3035,3648,person
images_train/DSC01440,5393,10,5470,2146,person
images_train/DSC01440,5053,607,5472,1789,person
images_train/DSC01440,4989,548,5472,1660,person
images_train/DSC01440,4472,462,4824,1244,person
images_train/DSC01440,1212,493,1413,1028,person
images_train/DSC01440,1566,466,1772,1000,person
images_train/DSC01440,1370,447,1535,992,person
images_train/DSC01440,1251,457,1380,894,person
images_train/DSC01440,1208,457,1320,844,person
images_train/DSC01440,1303,414,1394,830,person
images_train/DSC01440,0,387,57,650,person
images_train/DSC01440,53,402,136,708,person
images_train/DSC01440,390,438,471,717,person
images_train/DSC01440,658,433,768,679,person
images_train/DSC01440,751,435,827,686,person
images_train/DSC01440,808,442,890,698,person
images_train/DSC01441,2625,400,2791,731,person
images_train/DSC01441,2045,881,3087,1569,bicycle
images_train/DSC01441,1330,339,1903,1617,person
images_train/DSC01441,687,228,1005,1528,person
images_train/DSC01441,508,339,811,1594,person
images_train/DSC01441,164,371,671,1617,person
images_train/DSC01441,1360,238,2558,3646,person
images_train/DSC01441,4097,399,4579,1581,person
images_train/DSC01441,4089,383,4724,1707,person
images_train/DSC01441,3059,478,3237,721,person
images_train/DSC01442,259,1280,660,2446,person
images_train/DSC01442,519,1358,979,2948,person
images_train/DSC01442,838,1179,1226,2437,person
images_train/DSC01442,2035,1152,2350,2247,person
images_train/DSC01442,2358,1217,2579,2239,person
images_train/DSC01442,1620,1142,2199,2849,person
images_train/DSC01442,2008,1313,2569,2919,person
images_train/DSC01442,2833,1147,3287,2708,person
images_train/DSC01442,4407,1758,5472,2776,bicycle
images_train/DSC01444,290,1788,413,2275,person
images_train/DSC01444,182,1745,389,2280,person
images_train/DSC01444,370,1747,536,2282,person
images_train/DSC01445,7,1876,1462,3648,car
images_train/DSC01445,0,1137,1042,2370,car
images_train/DSC01445,3502,42,3657,683,person
images_train/DSC01445,1919,1632,2417,2073,bicycle
images_train/DSC01445,2162,1277,2321,1840,person
images_train/DSC01445,2736,1331,2848,1788,person
images_train/DSC01445,2741,1526,3409,3646,person
images_train/DSC01445,3409,1446,3908,3646,person
images_train/DSC01445,3181,1354,4087,3591,person
images_train/DSC01445,3456,1471,4468,2051,car
images_train/DSC01445,4261,1541,4659,1844,bicycle
images_train/DSC01445,4380,1505,4779,1839,bicycle
images_train/DSC01445,5196,1352,5321,1673,person
images_train/DSC01445,1967,1586,2577,2053,bicycle
images_train/DSC01445,2104,1545,2742,2043,bicycle
images_train/DSC01445,2272,1596,2858,2022,bicycle
images_train/DSC01445,2518,1606,3065,1992,bicycle
images_train/DSC01445,2287,1660,2903,2007,bicycle
images_train/DSC01445,3350,1334,3480,1647,person
images_train/DSC01445,3810,1325,3954,1674,person
images_train/DSC01445,2022,1521,2429,2004,bicycle
images_train/DSC01445,2190,1519,2721,1968,bicycle
images_train/DSC01445,2370,1592,2856,2008,bicycle
images_train/DSC01445,4142,1558,4531,1854,bicycle
images_train/DSC01447,0,1772,199,2475,bicycle
images_train/DSC01447,0,1755,462,2472,bicycle
images_train/DSC01447,0,1714,927,2463,bicycle
images_train/DSC01447,1925,1204,2099,2097,person
images_train/DSC01447,2161,1343,2357,2006,person
images_train/DSC01447,2983,1341,3221,2108,person
images_train/DSC01447,1076,1596,3900,2692,car
images_train/DSC01447,3355,1688,4086,2339,bicycle
images_train/DSC01447,3471,1700,4179,2312,bicycle
images_train/DSC01447,3650,1678,4381,2309,bicycle
images_train/DSC01447,1875,1222,1926,1348,person
images_train/DSC01447,2126,1226,2175,1354,person
images_train/DSC01447,2205,1301,2239,1364,person
images_train/DSC01447,2240,1304,2283,1369,person
images_train/DSC01447,2189,1346,2231,1396,person
images_train/DSC01448,1701,1049,2588,2839,person
images_train/DSC01448,1944,1335,2432,2662,person
images_train/DSC01448,2314,1262,2793,2829,person
images_train/DSC01448,2450,1130,3494,2894,person
images_train/DSC01448,2739,921,3646,2807,person
images_train/DSC01448,5133,1293,5472,2640,person
images_train/DSC01448,390,1244,708,1600,person
images_train/DSC01448,86,1824,166,1946,person
images_train/DSC01448,763,1035,935,1500,person
images_train/DSC01448,856,1552,943,1876,person
images_train/DSC01448,837,1541,907,1791,person
images_train/DSC01449,1132,1304,2455,3645,person
images_train/DSC01449,2943,1127,4133,3645,person
images_train/DSC01449,2461,1073,3194,3012,person
images_train/DSC01449,911,1600,1378,2854,person
images_train/DSC01449,999,1290,1368,2746,person
images_train/DSC01449,1895,1265,2254,2308,person
images_train/DSC01449,493,1255,714,1919,person
images_train/DSC01449,493,1211,645,1730,person
images_train/DSC01449,685,1256,840,1827,person
images_train/DSC01449,990,1228,1154,1673,person
images_train/DSC01449,964,1231,1092,1655,person
images_train/DSC01449,1114,1244,1205,1643,person
images_train/DSC01449,1762,1264,2059,2219,person
images_train/DSC01449,0,1950,1235,2775,bicycle
images_train/DSC01451,1406,645,1690,1019,person
images_train/DSC01451,1908,909,1998,1033,person
images_train/DSC01451,1797,1052,1912,1218,person
images_train/DSC01451,2939,939,3186,1386,person
images_train/DSC01451,2974,1444,3153,1697,person
images_train/DSC01451,2935,1715,3048,1872,person
images_train/DSC01451,2844,1721,2899,1858,person
images_train/DSC01451,2750,1723,2844,1870,person
images_train/DSC01451,2691,1727,2732,1844,person
images_train/DSC01451,2572,1688,2676,1839,person
images_train/DSC01451,2648,2137,2846,2459,person
images_train/DSC01451,1819,1101,2473,3010,person
images_train/DSC01451,3380,658,3561,991,person
images_train/DSC01451,3357,1371,3426,1563,person
images_train/DSC01451,3395,1467,3482,1629,person
images_train/DSC01451,3490,1300,3627,1630,person
images_train/DSC01451,3470,1293,3560,1523,person
images_train/DSC01453,343,1420,969,2920,person
images_train/DSC01453,3815,1056,4860,3646,person
images_train/DSC01453,2235,1483,3430,2312,car
images_train/DSC01453,3965,1920,5471,3646,car
images_train/DSC01453,4906,1424,5472,1892,car
images_train/DSC01453,4441,1399,4906,1798,car
images_train/DSC01453,3196,1319,3409,1979,person
images_train/DSC01453,3455,1410,3703,1997,person
images_train/DSC01453,3217,1308,3785,1889,car
images_train/DSC01453,3871,1361,4095,1889,person
images_train/DSC01453,3383,1382,3930,1865,car
images_train/DSC01454,2082,1186,2223,1504,person
images_train/DSC01454,2094,1204,2221,1480,person
images_train/DSC01454,1937,1174,2071,1611,person
images_train/DSC01454,1896,1187,1992,1537,person
images_train/DSC01454,1499,1235,1621,1652,person
images_train/DSC01454,1235,1251,1441,1782,person
images_train/DSC01454,1058,1246,1286,1932,person
images_train/DSC01454,703,1339,1133,2504,person
images_train/DSC01454,1175,1346,1955,3180,person
images_train/DSC01454,1721,1416,3596,2923,car
images_train/DSC01454,3261,1212,3522,1896,person
images_train/DSC01454,2828,1214,3205,1914,person
images_train/DSC01454,2715,1265,3177,2043,person
images_train/DSC01454,3374,1210,4036,3439,person
images_train/DSC01454,4254,1532,5194,2286,bicycle
images_train/DSC01454,4733,1659,5472,2397,bicycle
images_train/DSC01454,4476,1256,4844,2451,person
images_train/DSC01454,4851,1201,5472,3208,car
images_train/DSC01454,1615,1246,1909,1377,car
images_train/DSC01454,1520,1166,1640,1622,person
images_train/DSC01456,612,1113,1137,3084,person
images_train/DSC01456,1745,1113,2462,3133,person
images_train/DSC01456,3056,1225,5472,2381,car
images_train/DSC01456,3561,836,3705,1015,person
images_train/DSC01456,4408,809,4616,1010,person
images_train/DSC01456,2991,1512,3191,1814,bicycle
images_train/DSC01456,210,1447,504,1693,bicycle
images_train/DSC01456,250,1458,542,1702,bicycle
images_train/DSC01456,398,1453,573,1718,bicycle
images_train/DSC01456,504,1464,659,1706,bicycle
images_train/DSC01456,439,1327,562,1653,person
images_train/DSC01456,530,1343,663,1653,person
images_train/DSC01457,210,1536,257,1667,person
images_train/DSC01457,216,1677,250,1753,person
images_train/DSC01457,224,1756,254,1796,person
images_train/DSC01457,174,1756,200,1797,person
images_train/DSC01457,146,1756,174,1798,person
images_train/DSC01457,99,1743,132,1785,person
images_train/DSC01457,295,1461,395,1587,person
images_train/DSC01457,78,1870,142,1959,person
images_train/DSC01457,282,1510,469,2140,person
images_train/DSC01457,388,1548,645,2060,person
images_train/DSC01457,607,1479,840,2184,person
images_train/DSC01457,1586,1508,1806,2001,person
images_train/DSC01457,2554,1500,2631,1864,person
images_train/DSC01457,3106,1549,3216,1912,person
images_train/DSC01457,3649,1488,4104,3005,person
images_train/DSC01457,3919,1526,3999,1869,person
images_train/DSC01457,4130,1672,4216,1837,person
images_train/DSC01457,4504,1577,4585,1823,person
images_train/DSC01457,4657,1575,4748,1845,person
images_train/DSC01457,4727,1542,4828,1812,person
images_train/DSC01457,4781,1600,4869,1836,person
images_train/DSC01457,4868,1692,4925,1844,person
images_train/DSC01457,4960,1585,5027,1812,person
images_train/DSC01457,4981,1548,5031,1782,person
images_train/DSC01457,5005,1523,5064,1751,person
images_train/DSC01457,5332,1527,5444,1814,person
images_train/DSC01459,1043,1540,1854,3646,person
images_train/DSC01459,822,1525,972,2224,person
images_train/DSC01459,1025,644,1399,1007,person
images_train/DSC01459,60,1401,127,1487,person
images_train/DSC01459,230,1497,280,1592,person
images_train/DSC01459,379,1505,435,1590,person
images_train/DSC01459,20,1153,84,1298,person
images_train/DSC01459,2817,1619,2963,2097,person
images_train/DSC01459,2684,1810,2754,1950,person
images_train/DSC01459,2667,1651,2760,1907,person
images_train/DSC01459,2743,1594,2811,1880,person
images_train/DSC01459,2789,1614,2861,1868,person
images_train/DSC01459,3008,1614,3119,1808,person
images_train/DSC01459,2996,1596,3099,1812,person
images_train/DSC01459,3419,1603,3481,1812,person
images_train/DSC01459,3254,1606,3315,1786,person
images_train/DSC01459,3242,1607,3297,1787,person
images_train/DSC01459,3104,1607,3193,1775,person
images_train/DSC01459,3086,1595,3159,1773,person
images_train/DSC01459,2809,1609,2994,1746,car
images_train/DSC01459,3382,1625,3595,1795,car
images_train/DSC01459,3629,1608,3978,1858,car
images_train/DSC01459,4079,1723,4482,2011,bicycle
images_train/DSC01460,122,2124,321,2413,person
images_train/DSC01460,77,1488,384,2357,person
images_train/DSC01460,527,1418,1005,2915,person
images_train/DSC01460,1287,1294,1602,2117,person
images_train/DSC01460,1483,1332,1675,2091,person
images_train/DSC01460,648,1418,1164,1844,car
images_train/DSC01460,616,1400,907,1666,car
images_train/DSC01460,345,1438,509,1983,person
images_train/DSC01460,1741,1338,2286,2392,person
images_train/DSC01460,1817,1405,2237,2156,person
images_train/DSC01460,2413,1375,2728,1992,person
images_train/DSC01460,2189,1444,2788,1929,car
images_train/DSC01460,1792,1363,1974,1829,person
images_train/DSC01460,2876,1387,3803,2098,car
images_train/DSC01460,4238,1686,5301,2552,bicycle
images_train/DSC01461,0,1382,293,1778,bicycle
images_train/DSC01461,803,525,993,758,person
images_train/DSC01461,1859,570,2107,803,person
images_train/DSC01461,2023,1074,2062,1117,person
images_train/DSC01461,1700,1102,1724,1139,person
images_train/DSC01461,1422,1105,1459,1161,person
images_train/DSC01461,1327,1098,1362,1159,person
images_train/DSC01461,1221,1030,1266,1084,person
images_train/DSC01461,1218,1223,1279,1312,person
images_train/DSC01461,1203,1209,1243,1289,person
images_train/DSC01461,1168,1262,1206,1309,person
images_train/DSC01461,902,1140,1309,2344,person
images_train/DSC01461,2619,1158,3435,3038,person
images_train/DSC01461,2247,1651,3879,2914,bicycle
images_train/DSC01461,3044,1251,3070,1337,person
images_train/DSC01461,3058,1268,3227,1396,car
images_train/DSC01461,2958,1259,3068,1593,person
images_train/DSC01461,3322,1282,3484,1386,car
images_train/DSC01461,3402,1242,3473,1442,person
images_train/DSC01461,3465,1263,3525,1450,person
images_train/DSC01461,3483,1280,3729,1433,car
images_train/DSC01461,3784,1361,4043,1546,bicycle
images_train/DSC01461,4108,1301,4220,1660,person
images_train/DSC01461,4494,1267,4721,1866,person
images_train/DSC01461,4649,1296,4951,1898,person
images_train/DSC01461,4901,1376,4954,1509,person
images_train/DSC01461,5282,1472,5330,1532,person
images_train/DSC01463,3603,744,4321,3528,person
images_train/DSC01463,4026,1309,4849,2827,person
images_train/DSC01463,5324,1245,5472,1625,person
images_train/DSC01463,5195,1070,5472,1976,person
images_train/DSC01463,5278,1005,5402,1475,person
images_train/DSC01463,4987,1011,5203,1556,person
images_train/DSC01463,4733,1019,4906,1575,person
images_train/DSC01463,4565,1047,4762,1581,person
images_train/DSC01463,4452,1048,4603,1567,person
images_train/DSC01463,4331,1028,4479,1574,person
images_train/DSC01463,4355,1014,4476,1544,person
images_train/DSC01463,4186,1034,4355,1568,person
images_train/DSC01463,4048,954,4208,1575,person
images_train/DSC01463,4267,878,4418,1412,person
images_train/DSC01463,2985,1172,3229,1800,person
images_train/DSC01463,2586,1104,2835,1753,person
images_train/DSC01463,1147,1096,1412,1834,person
images_train/DSC01463,1172,1194,1315,1670,person
images_train/DSC01463,3856,1012,4041,1608,person
images_train/DSC01463,4480,883,4609,1363,person
images_train/DSC01463,1383,619,1496,910,person
images_train/DSC01463,1290,591,1418,907,person
images_train/DSC01465,4789,1710,5106,2624,person
images_train/DSC01465,4350,1678,4425,1897,person
images_train/DSC01465,4395,1772,4509,2039,person
images_train/DSC01465,4205,1700,4342,2103,person
images_train/DSC01465,4026,1720,4180,2273,person
images_train/DSC01465,3837,1695,4111,2268,person
images_train/DSC01465,3528,1765,3662,2275,person
images_train/DSC01465,3506,1736,3627,1976,person
images_train/DSC01465,3189,1688,3329,2213,person
images_train/DSC01465,3187,1662,3304,2000,person
images_train/DSC01465,3040,1729,3189,2376,person
images_train/DSC01465,2097,1567,2524,3283,person
images_train/DSC01465,1228,1700,1733,3187,person
images_train/DSC01465,1286,1808,1905,3031,person
images_train/DSC01465,781,1744,1388,3510,person
images_train/DSC01465,519,1665,926,3132,person
images_train/DSC01465,972,1750,1277,3042,person
images_train/DSC01465,2681,1667,3276,1982,car
images_train/DSC01465,3803,1754,4111,1983,car
images_train/DSC01465,3772,1640,4143,1966,car
images_train/DSC01465,3647,1691,3927,1919,car
images_train/DSC01465,3629,1685,3824,1857,car
images_train/DSC01465,3608,1703,3769,1852,car
images_train/DSC01466,1051,824,4608,3367,bicycle
images_train/DSC01467,1108,463,3887,3189,bicycle
images_train/DSC01468,936,1077,4039,3258,bicycle
images_train/DSC01469,666,751,4738,3367,bicycle
images_train/DSC01470,529,1293,2703,3546,bicycle
images_train/DSC01470,487,1124,2516,3087,bicycle
images_train/DSC01470,3251,1049,5238,2900,bicycle
images_train/DSC01471,1043,828,4228,3322,bicycle
images_train/DSC01472,909,138,3502,3424,bicycle
images_train/DSC01475,256,1449,630,2771,person
images_train/DSC01475,1151,1519,1545,2858,person
images_train/DSC01475,1448,1486,1752,2811,person
images_train/DSC01475,2039,1309,2446,2798,person
images_train/DSC01475,3297,1368,3669,2758,person
images_train/DSC01475,3689,1456,4162,3140,person
images_train/DSC01475,4104,1269,4713,3129,person
images_train/DSC01476,0,1047,440,2464,person
images_train/DSC01476,1032,684,1719,2983,person
images_train/DSC01476,1375,802,2158,3205,person
images_train/DSC01476,2698,866,3058,1373,person
images_train/DSC01476,0,902,79,1109,person
images_train/DSC01476,135,913,236,1096,person
images_train/DSC01476,180,908,277,1117,person
images_train/DSC01476,257,917,351,1088,person
images_train/DSC01476,385,911,468,1068,person
images_train/DSC01476,420,919,504,1070,person
images_train/DSC01476,603,930,673,1075,person
images_train/DSC01476,630,933,699,1075,person
images_train/DSC01476,676,856,736,1041,person
images_train/DSC01476,2131,862,2227,1204,person
images_train/DSC01476,2445,876,2616,1239,person
images_train/DSC01476,2571,879,2659,1198,person
images_train/DSC01476,2715,863,2857,1201,person
images_train/DSC01476,3182,809,3308,1181,person
images_train/DSC01476,3347,894,3486,1326,person
images_train/DSC01476,3918,710,4057,1129,person
images_train/DSC01476,4144,718,4288,1115,person
images_train/DSC01476,4166,911,4329,1367,person
images_train/DSC01476,4451,803,4618,1345,person
images_train/DSC01476,4805,713,5011,1343,person
images_train/DSC01476,4746,699,4967,1182,person
images_train/DSC01476,4973,722,5166,1267,person
images_train/DSC01476,5105,689,5241,1182,person
images_train/DSC01476,4493,700,4624,1184,person
images_train/DSC01476,0,1184,274,1981,person
images_train/DSC01476,4435,1113,4781,1601,bicycle
images_train/DSC01476,5016,1199,5363,1671,bicycle
images_train/DSC01476,2359,966,2749,1331,bicycle
images_train/DSC01476,254,991,362,1129,bicycle
images_train/DSC01477,2139,1657,3773,2883,bicycle
images_train/DSC01477,2883,1684,3623,2790,bicycle
images_train/DSC01477,2516,1129,3283,2732,person
images_train/DSC01477,1553,1533,2362,2674,bicycle
images_train/DSC01477,2613,832,3030,2110,person
images_train/DSC01477,2753,639,3179,1851,person
images_train/DSC01477,3013,522,3279,1644,person
images_train/DSC01477,2177,515,2533,1671,person
images_train/DSC01477,1514,555,1817,1571,person
images_train/DSC01477,1688,609,1917,1524,person
images_train/DSC01477,1787,972,2274,2317,person
images_train/DSC01477,1138,968,1524,2373,person
images_train/DSC01477,1444,968,1811,2354,person
images_train/DSC01477,1278,1018,1568,2304,person
images_train/DSC01477,452,672,712,1648,person
images_train/DSC01478,4,968,284,2285,person
images_train/DSC01478,495,1087,1013,2769,person
images_train/DSC01478,807,1033,1258,2372,person
images_train/DSC01478,1106,1051,1415,2340,person
images_train/DSC01478,1651,832,2136,2308,person
images_train/DSC01478,1816,1037,2775,3375,person
images_train/DSC01478,2498,632,3529,3593,person
images_train/DSC01478,2860,1082,3584,2894,person
images_train/DSC01478,2911,956,3614,2741,person
images_train/DSC01478,3269,981,3705,2685,person
images_train/DSC01478,3691,781,4202,2651,person
images_train/DSC01479,515,960,1270,3172,person
images_train/DSC01479,1407,1219,1918,3091,person
images_train/DSC01479,1872,1007,2425,3039,person
images_train/DSC01479,2080,1264,2799,3329,person
images_train/DSC01480,388,0,2394,2394,person
images_train/DSC01480,0,1333,1019,3093,bicycle
images_train/DSC01480,2085,975,3541,2488,bicycle
images_train/DSC01480,4190,60,4673,851,person
images_train/DSC01480,3136,214,3331,505,person
images_train/DSC01480,3306,830,3366,919,person
images_train/DSC01480,2894,146,3031,448,person
images_train/DSC01480,2758,169,2873,456,person
images_train/DSC01480,2785,53,2933,354,person
images_train/DSC01480,2108,185,2267,504,person
images_train/DSC01480,1996,163,2096,443,person
images_train/DSC01480,1775,244,2028,447,bicycle
images_train/DSC01480,1487,49,1580,465,person
images_train/DSC01480,1199,48,1311,407,person
images_train/DSC01480,236,212,546,655,person
images_train/DSC01480,132,90,359,505,person
images_train/DSC01480,43,73,221,537,person
images_train/DSC01480,1121,62,1266,428,person
images_train/DSC01481,1063,178,1991,2890,person
images_train/DSC01481,0,1597,955,3354,bicycle
images_train/DSC01481,1429,1072,2595,2712,bicycle
images_train/DSC01481,1995,1204,3457,2683,bicycle
images_train/DSC01481,0,306,1659,1191,car
images_train/DSC01481,2275,231,4447,1221,car
images_train/DSC01481,4121,342,5327,813,car
images_train/DSC01481,4956,315,5045,643,person
images_train/DSC01481,4363,340,4450,657,person
images_train/DSC01481,2041,447,2204,752,person
images_train/DSC01481,1880,340,2010,766,person
images_train/DSC01481,1926,429,2036,732,person
images_train/DSC01481,182,506,573,1023,person
images_train/DSC01481,422,330,593,845,person
images_train/DSC01481,173,395,352,918,person
images_train/DSC01481,30,374,222,976,person
images_train/DSC01481,1115,338,1215,720,person
images_train/DSC01481,1031,343,1126,722,person
images_train/DSC01482,3281,1539,3508,1920,bicycle
images_train/DSC01482,3400,1527,3632,1982,bicycle
images_train/DSC01482,3106,1437,3312,2174,person
images_train/DSC01482,2808,1463,3206,2210,person
images_train/DSC01482,1014,1648,4539,2823,car
images_train/DSC01483,2880,1482,3209,2388,person
images_train/DSC01483,3115,1482,3327,2388,person
images_train/DSC01483,3329,1572,3511,1996,bicycle
images_train/DSC01483,1004,1698,4523,2856,car
images_train/DSC01485,0,1155,91,1887,person
images_train/DSC01485,79,1267,176,1411,person
images_train/DSC01485,227,1268,294,1391,person
images_train/DSC01485,444,1268,493,1345,person
images_train/DSC01485,331,1343,367,1401,person
images_train/DSC01485,606,938,711,1111,person
images_train/DSC01485,375,1059,497,1359,person
images_train/DSC01485,1331,683,1386,799,person
images_train/DSC01485,564,1044,606,1098,person
images_train/DSC01485,0,678,101,800,person
images_train/DSC01485,2269,1080,2383,1337,person
images_train/DSC01485,2828,1075,2950,1320,person
images_train/DSC01485,3026,1086,3136,1410,person
images_train/DSC01485,2948,1067,3033,1306,person
images_train/DSC01485,2921,1052,2980,1280,person
images_train/DSC01485,1718,953,2643,2925,person
images_train/DSC01485,1761,1798,2568,3315,bicycle
images_train/DSC01485,4390,1019,4652,2062,person
images_train/DSC01485,4938,1078,5298,2006,person
images_train/DSC01485,2974,1178,3263,1380,bicycle
images_train/DSC01485,2930,1077,3487,1280,car
images_train/DSC01485,4035,1068,4116,1256,person
images_train/DSC01485,3399,1054,3465,1200,person
images_train/DSC01485,3829,1063,3880,1184,person
images_train/DSC01485,3888,1062,3921,1174,person
images_train/DSC01485,559,1036,1344,2195,person
images_train/DSC01486,3435,1357,3513,1585,person
images_train/DSC01486,3264,1358,3351,1594,person
images_train/DSC01486,3195,1353,3268,1497,person
images_train/DSC01486,3266,1350,3305,1497,person
images_train/DSC01486,3074,1352,3230,1657,person
images_train/DSC01486,2871,1377,3043,1709,person
images_train/DSC01486,2410,1393,3130,1658,car
images_train/DSC01486,2195,1557,2492,1789,bicycle
images_train/DSC01486,2051,1375,2126,1587,person
images_train/DSC01486,1974,1397,2073,1697,person
images_train/DSC01486,1825,1403,1958,1707,person
images_train/DSC01486,2086,1390,2219,1824,person
images_train/DSC01486,2188,1412,2334,1842,person
images_train/DSC01486,1156,1426,1341,1911,person
images_train/DSC01486,4144,1288,4602,2725,person
images_train/DSC01486,4603,1349,5112,2645,person
images_train/DSC01486,5376,1290,5472,1801,person
images_train/DSC01487,662,1889,1095,2608,bicycle
images_train/DSC01487,2508,1312,3247,2504,person
images_train/DSC01487,2228,1830,3638,2652,bicycle
images_train/DSC01487,1768,1481,5233,2592,car
images_train/DSC01487,3534,1394,3686,1666,person
images_train/DSC01487,4254,1284,4353,1623,person
images_train/DSC01487,5182,1163,5292,1395,person
images_train/DSC01487,5291,1145,5416,1390,person
images_train/DSC01487,5374,1396,5471,1806,person
images_train/DSC01488,0,1583,2405,2644,car
images_train/DSC01488,2563,1342,2936,2318,person
images_train/DSC01488,2810,1429,3011,2209,person
images_train/DSC01488,2972,1437,3169,2244,person
images_train/DSC01488,3706,1384,3841,1820,person
images_train/DSC01488,3712,1380,3819,1803,person
images_train/DSC01488,3946,1332,4095,1751,person
images_train/DSC01488,2388,1282,2486,1504,person
images_train/DSC01488,5196,1431,5471,2032,person
images_train/DSC01488,718,1518,910,1921,person
images_train/DSC01488,1001,1435,1087,1709,person
images_train/DSC01488,1164,1424,1245,1702,person
images_train/DSC01489,0,1253,827,1976,car
images_train/DSC01489,102,1517,778,1976,bicycle
images_train/DSC01489,1791,1151,2352,2874,person
images_train/DSC01489,2392,1240,2879,2903,person
images_train/DSC01489,2265,1749,3115,2671,bicycle
images_train/DSC01489,2564,1714,3708,2844,bicycle
images_train/DSC01489,166,1591,862,2010,bicycle
images_train/DSC01490,1849,1088,2000,1691,person
images_train/DSC01490,1688,1085,1867,1694,person
images_train/DSC01490,2431,1106,2669,1580,person
images_train/DSC01490,2799,1134,3251,1453,car
images_train/DSC01490,2177,1091,2254,1258,person
images_train/DSC01490,3368,1125,4021,1474,car
images_train/DSC01490,3707,1034,4524,2551,person
images_train/DSC01490,5217,1653,5472,2201,bicycle
images_train/DSC01490,2872,1220,3976,3648,person
images_train/DSC01490,953,1037,2091,3648,person
images_train/DSC01491,0,2187,1263,3231,bicycle
images_train/DSC01491,203,2249,1668,3462,bicycle
images_train/DSC01491,1079,1355,2030,3648,person
images_train/DSC01491,2475,1570,3097,3648,person
images_train/DSC01491,1219,1258,3815,3648,person
images_train/DSC01492,1192,1144,1754,2685,person
images_train/DSC01492,1827,1085,2366,2643,person
images_train/DSC01492,1673,1030,2110,2442,person
images_train/DSC01492,1624,1014,1752,1365,person
images_train/DSC01492,2361,1046,2607,1401,person
images_train/DSC01492,2379,993,2617,1409,person
images_train/DSC01492,2657,1074,2936,1692,person
images_train/DSC01492,2952,1022,3211,1629,person
images_train/DSC01492,3219,1043,3417,1540,person
images_train/DSC01492,3329,1001,3577,1563,person
images_train/DSC01492,3647,1136,4403,1669,car
images_train/DSC01492,4788,1110,5472,2026,car
images_train/DSC01492,5174,1644,5472,2048,bicycle
images_train/DSC01492,5096,1628,5472,2051,bicycle
images_train/DSC01492,2618,983,2961,1731,person
images_train/DSC01493,2314,388,3715,3373,person
images_train/DSC01493,2520,960,3364,2024,person
images_train/DSC01493,2066,1625,4067,3648,bicycle
images_train/DSC01493,2123,712,2523,1406,person
images_train/DSC01493,2031,721,2386,1340,person
images_train/DSC01493,2316,820,3487,1283,car
images_train/DSC01493,1660,716,1763,1040,person
images_train/DSC01493,1717,714,1812,974,person
images_train/DSC01493,1051,697,1233,1027,person
images_train/DSC01493,1221,706,1391,1074,person
images_train/DSC01493,1303,702,1409,1073,person
images_train/DSC01493,0,652,529,1012,car
images_train/DSC01493,396,655,456,847,person
images_train/DSC01493,111,654,178,854,person
images_train/DSC01493,14,642,93,894,person
images_train/DSC01493,658,666,687,796,person
images_train/DSC01495,1083,9,4288,3643,bicycle
images_train/DSC01495,0,6,2275,2482,bicycle
